serial,epoch,datasize,batchsize,input_width,input_height,input_dim,output_dim,max_core,executor_cores,task_cpus,driver_core,executor_instances,driver_memory,executor_memory,parallelism
2324,1,60000,420,12,15,180,53,14,2,1,6,7,12g,23g,1
2325,1,60000,600,36,39,1404,116,20,5,1,3,4,5g,9g,1
2326,1,60000,420,24,27,648,21,14,7,1,5,2,8g,16g,1
2327,1,60000,600,48,2,96,84,20,4,1,2,5,2g,1g,1
2328,1,60000,540,2,36,72,124,18,3,1,1,6,9g,25g,1
2329,1,60000,540,27,11,297,60,18,6,1,4,3,3g,10g,1
2330,1,60000,150,15,24,360,92,5,5,1,3,1,12g,18g,1
2331,1,60000,240,39,48,1872,29,8,2,1,6,4,6g,3g,1
2332,1,60000,900,21,5,105,108,30,5,1,6,6,4g,28g,1
2333,1,60000,180,45,30,1350,45,6,2,1,3,3,11g,14g,1
2334,1,60000,240,9,42,378,76,8,4,1,5,2,7g,21g,1
2335,1,60000,1050,33,18,594,13,35,7,1,2,5,14g,7g,1
2336,1,60000,60,22,32,704,94,2,2,1,6,1,2g,23g,1
2337,1,60000,600,46,8,368,31,20,5,1,3,4,9g,8g,1
2338,1,60000,1260,9,20,180,126,42,7,1,4,6,6g,30g,1
2339,1,60000,360,34,44,1496,62,12,4,1,1,3,12g,15g,1
2340,1,60000,360,3,2,6,78,12,6,1,2,2,11g,19g,1
2341,1,60000,450,28,26,728,15,15,3,1,5,5,4g,4g,1
2342,1,60000,210,16,38,608,110,7,1,1,3,7,14g,26g,1
2343,1,60000,480,40,14,560,47,16,4,1,6,4,7g,12g,1
2344,1,60000,150,12,47,564,7,5,5,1,7,1,13g,17g,1
2345,1,60000,240,37,23,851,70,8,2,1,4,4,6g,3g,1
2346,1,60000,540,25,11,275,39,18,3,1,5,6,10g,24g,1
2347,1,60000,540,49,35,1715,102,18,6,1,2,3,3g,10g,1
2348,1,60000,180,19,17,323,23,6,3,1,2,2,5g,21g,1
2349,1,60000,900,43,41,1763,86,30,6,1,5,5,11g,6g,1
2350,1,60000,720,6,29,174,54,24,4,1,3,6,2g,28g,1
2351,1,60000,90,31,5,155,118,3,1,1,6,3,8g,13g,1
2352,1,60000,600,5,25,125,106,20,4,1,4,5,11g,14g,1
2353,1,60000,420,29,49,1421,43,14,7,1,1,2,4g,29g,1
2354,1,60000,450,17,37,629,74,15,5,1,6,3,8g,7g,1
2355,1,60000,360,42,12,504,11,12,2,1,3,6,1g,22g,1
2356,1,60000,750,23,43,989,122,25,5,1,4,5,6g,11g,1
2357,1,60000,120,48,18,864,58,4,2,1,7,2,13g,25g,1
2358,1,60000,360,11,6,66,90,12,3,1,2,4,3g,4g,1
2359,1,60000,1260,35,31,1085,27,42,6,1,5,7,9g,18g,1
2360,1,60000,720,14,9,126,51,24,6,1,5,4,4g,9g,1
2361,1,60000,90,38,34,1292,114,3,3,1,2,1,10g,23g,1
2362,1,60000,180,2,46,92,19,6,2,1,6,3,7g,2g,1
2363,1,60000,900,26,21,546,82,30,5,1,3,6,13g,16g,1
2364,1,60000,150,8,28,224,35,5,1,1,3,5,8g,13g,1
2365,1,60000,240,32,3,96,98,8,4,1,6,2,2g,27g,1
2366,1,60000,720,20,15,300,3,24,6,1,1,4,12g,5g,1
2367,1,60000,630,45,40,1800,66,21,3,1,4,7,5g,20g,1
2368,1,60000,300,15,16,240,113,10,5,1,5,2,1g,3g,1
2369,1,60000,300,40,40,1600,50,10,2,1,2,5,8g,18g,1
2370,1,60000,840,3,28,84,81,28,4,1,7,7,5g,11g,1
2371,1,60000,840,27,3,81,18,28,7,1,4,4,11g,25g,1
2372,1,60000,180,9,46,414,97,6,3,1,3,2,9g,7g,1
2373,1,60000,900,34,22,748,34,30,6,1,6,5,3g,21g,1
2374,1,60000,720,21,10,210,65,24,4,1,1,6,13g,14g,1
2375,1,60000,90,46,34,1564,2,3,1,1,4,3,6g,29g,1
2376,1,60000,120,6,7,42,42,4,2,1,4,2,13g,5g,1
2377,1,60000,750,30,31,930,105,25,5,1,1,5,7g,20g,1
2378,1,60000,1080,18,43,774,10,36,6,1,6,6,10g,12g,1
2379,1,60000,270,43,19,817,73,9,3,1,3,3,4g,27g,1
2380,1,60000,180,24,37,888,57,6,6,1,3,1,5g,1g,1
2381,1,60000,360,49,13,637,121,12,3,1,6,4,12g,16g,1
2382,1,60000,180,12,25,300,26,6,1,1,2,6,2g,9g,1
2383,1,60000,360,37,49,1813,89,12,4,1,5,3,9g,23g,1
2384,1,60000,1050,11,29,319,69,35,7,1,7,5,12g,26g,1
2385,1,60000,240,35,5,175,6,8,4,1,4,2,6g,11g,1
2386,1,60000,240,23,17,391,101,8,2,1,5,4,9g,19g,1
2387,1,60000,1050,47,42,1974,38,35,5,1,2,7,3g,4g,1
2388,1,60000,300,17,11,187,85,10,2,1,1,5,7g,30g,1
2389,1,60000,300,41,36,1476,22,10,5,1,4,2,14g,15g,1
2390,1,60000,540,4,48,192,117,18,6,1,3,3,4g,22g,1
2391,1,60000,540,29,23,667,53,18,3,1,6,6,11g,8g,1
2392,1,60000,450,20,39,780,30,15,3,1,6,5,3g,28g,1
2393,1,60000,360,44,14,616,93,12,6,1,3,2,10g,13g,1
2394,1,60000,600,7,2,14,61,20,5,1,5,4,7g,21g,1
2395,1,60000,420,32,26,832,125,14,2,1,2,7,13g,6g,1
2396,1,60000,480,1,20,20,14,16,4,1,2,4,8g,24g,1
2397,1,60000,30,26,45,1170,77,1,1,1,5,1,2g,10g,1
2398,1,60000,270,14,33,462,46,9,3,1,4,3,11g,17g,1
2399,1,60000,1080,38,8,304,109,36,6,1,7,6,5g,2g,1
2400,1,60000,120,4,41,164,59,4,1,1,2,4,10g,16g,1
2401,1,60000,840,28,16,448,123,28,4,1,5,7,3g,1g,1
2402,1,60000,900,16,4,64,28,30,6,1,3,5,13g,23g,1
2403,1,60000,180,40,29,1160,91,6,3,1,6,2,6g,8g,1
2404,1,60000,540,22,23,506,44,18,6,1,7,3,1g,19g,1
2405,1,60000,540,47,47,2209,107,18,3,1,4,6,8g,5g,1
2406,1,60000,240,10,35,350,12,8,2,1,5,4,5g,26g,1
2407,1,60000,150,34,10,340,75,5,5,1,2,1,11g,12g,1
2408,1,60000,360,19,26,494,99,12,4,1,2,3,6g,21g,1
2409,1,60000,180,43,1,43,36,6,1,1,5,6,12g,6g,1
2410,1,60000,450,7,13,91,67,15,3,1,3,5,2g,28g,1
2411,1,60000,360,31,38,1178,4,12,6,1,6,2,9g,14g,1
2412,1,60000,360,13,7,91,115,12,4,1,6,3,14g,17g,1
2413,1,60000,1260,37,32,1184,52,42,7,1,3,6,7g,3g,1
2414,1,60000,600,25,44,1100,83,20,5,1,4,4,10g,25g,1
2415,1,60000,60,50,20,1000,20,2,2,1,1,1,4g,10g,1
2416,1,60000,630,24,3,72,16,21,3,1,3,7,7g,9g,1
2417,1,60000,720,48,27,1296,79,24,6,1,6,4,13g,24g,1
2418,1,60000,240,11,39,429,48,8,4,1,1,2,4g,2g,1
2419,1,60000,150,36,15,540,111,5,1,1,4,5,10g,16g,1
2420,1,60000,900,5,33,165,32,30,5,1,5,6,12g,13g,1
2421,1,60000,180,30,9,270,95,6,2,1,2,3,5g,27g,1
2422,1,60000,240,17,21,357,63,8,4,1,7,2,8g,6g,1
2423,1,60000,1050,42,46,1932,127,35,7,1,4,5,2g,20g,1
2424,1,60000,1080,8,18,144,87,36,6,1,4,6,8g,15g,1
2425,1,60000,270,33,42,1386,24,9,3,1,7,3,1g,29g,1
2426,1,60000,120,20,30,600,119,4,2,1,2,2,11g,7g,1
2427,1,60000,750,45,6,270,55,25,5,1,5,5,4g,22g,1
2428,1,60000,360,14,49,686,71,12,2,1,5,6,3g,11g,1
2429,1,60000,450,39,24,936,8,15,5,1,2,3,9g,26g,1
2430,1,60000,210,2,12,24,103,7,7,1,6,1,6g,4g,1
2431,1,60000,480,27,36,972,40,16,4,1,3,4,12g,18g,1
2432,1,60000,420,25,48,1200,112,14,7,1,1,2,11g,17g,1
2433,1,60000,600,49,24,1176,48,20,4,1,4,5,5g,3g,1
2434,1,60000,360,12,12,144,80,12,2,1,3,6,8g,25g,1
2435,1,60000,450,37,36,1332,16,15,5,1,6,3,2g,10g,1
2436,1,60000,30,6,18,108,127,1,1,1,6,1,6g,21g,1
2437,1,60000,480,31,42,1302,64,16,4,1,3,4,13g,7g,1
2438,1,60000,1080,18,30,540,96,36,6,1,5,6,3g,28g,1
2439,1,60000,270,43,6,258,32,9,3,1,2,3,10g,14g,1
2440,1,60000,180,9,33,297,56,6,3,1,2,2,4g,19g,1
2441,1,60000,900,34,9,306,119,30,6,1,5,5,10g,5g,1
2442,1,60000,1050,21,21,441,24,35,5,1,4,7,7g,27g,1
2443,1,60000,240,46,45,2070,88,8,2,1,7,4,14g,12g,1
2444,1,60000,240,15,2,30,40,8,4,1,6,2,9g,16g,1
2445,1,60000,150,40,27,1080,104,5,1,1,3,5,2g,1g,1
2446,1,60000,540,3,39,117,8,18,3,1,5,6,12g,23g,1
2447,1,60000,540,28,15,420,72,18,6,1,2,3,6g,8g,1
2448,1,60000,750,2,10,20,92,25,5,1,3,5,2g,11g,1
2449,1,60000,120,26,35,910,28,4,2,1,6,2,8g,26g,1
2450,1,60000,480,14,47,658,123,16,4,1,2,4,5g,4g,1
2451,1,60000,1470,38,22,836,60,49,7,1,5,7,12g,18g,1
2452,1,60000,360,20,29,580,76,12,3,1,5,4,10g,15g,1
2453,1,60000,180,44,4,176,12,6,6,1,2,1,4g,29g,1
2454,1,60000,450,8,16,128,108,15,5,1,7,3,13g,7g,1
2455,1,60000,360,32,41,1312,44,12,2,1,4,6,7g,22g,1
2456,1,60000,300,17,25,425,4,10,2,1,4,5,13g,13g,1
2457,1,60000,300,41,50,2050,68,10,5,1,7,2,6g,27g,1
2458,1,60000,720,5,38,190,36,24,6,1,2,4,9g,6g,1
2459,1,60000,630,29,13,377,100,21,3,1,5,7,3g,20g,1
2460,1,60000,900,11,44,484,20,30,6,1,4,5,4g,9g,1
2461,1,60000,180,35,19,665,84,6,3,1,1,2,11g,24g,1
2462,1,60000,90,23,7,161,52,3,1,1,6,3,1g,2g,1
2463,1,60000,720,47,32,1504,116,24,4,1,3,6,8g,17g,1
2464,1,60000,270,13,22,286,38,9,3,1,5,3,6g,2g,1
2465,1,60000,1080,38,46,1748,102,36,6,1,2,6,13g,16g,1
2466,1,60000,600,25,34,850,6,20,4,1,6,5,3g,9g,1
2467,1,60000,60,50,9,450,70,2,1,1,3,2,9g,23g,1
2468,1,60000,450,19,40,760,54,15,5,1,3,3,11g,5g,1
2469,1,60000,360,44,16,704,117,12,2,1,6,6,5g,20g,1
2470,1,60000,360,7,3,21,22,12,3,1,1,4,8g,12g,1
2471,1,60000,180,31,28,868,86,6,6,1,4,1,1g,27g,1
2472,1,60000,720,22,12,264,125,24,6,1,4,4,9g,7g,1
2473,1,60000,630,47,37,1739,62,21,3,1,1,7,2g,22g,1
2474,1,60000,150,10,49,490,94,5,1,1,6,5,12g,14g,1
2475,1,60000,240,34,25,850,30,8,4,1,3,2,5g,29g,1
2476,1,60000,180,4,31,124,110,6,2,1,4,3,4g,3g,1
2477,1,60000,900,28,6,168,46,30,5,1,7,6,10g,18g,1
2478,1,60000,840,16,19,304,78,28,7,1,2,4,7g,11g,1
2479,1,60000,120,41,43,1763,14,4,4,1,5,1,14g,25g,1
2480,1,60000,210,15,35,525,18,7,1,1,7,7,11g,24g,1
2481,1,60000,480,39,11,429,82,16,4,1,4,4,4g,10g,1
2482,1,60000,360,2,23,46,50,12,6,1,5,2,14g,17g,1
2483,1,60000,450,27,48,1296,114,15,3,1,2,5,7g,3g,1
2484,1,60000,1260,8,5,40,2,42,7,1,2,6,3g,28g,1
2485,1,60000,360,33,29,957,66,12,4,1,5,3,9g,13g,1
2486,1,60000,60,21,42,882,34,2,2,1,3,1,6g,21g,1
2487,1,60000,600,45,17,765,98,20,5,1,6,4,12g,6g,1
2488,1,60000,1050,5,45,225,74,35,5,1,6,7,5g,30g,1
2489,1,60000,240,30,20,600,10,8,2,1,3,4,11g,15g,1
2490,1,60000,180,18,8,144,106,6,3,1,4,2,2g,22g,1
2491,1,60000,900,42,32,1344,42,30,6,1,1,5,8g,8g,1
2492,1,60000,720,24,14,336,90,24,4,1,2,6,13g,26g,1
2493,1,60000,630,48,38,1824,26,21,7,1,5,3,7g,12g,1
2494,1,60000,300,11,26,286,121,10,5,1,4,2,10g,19g,1
2495,1,60000,300,36,2,72,58,10,2,1,7,5,3g,4g,1
2496,1,60000,540,7,27,189,9,18,6,1,6,3,7g,21g,1
2497,1,60000,540,31,2,62,73,18,3,1,3,6,14g,6g,1
2498,1,60000,120,19,14,266,41,4,1,1,5,4,4g,28g,1
2499,1,60000,120,43,39,1677,105,4,4,1,2,1,10g,14g,1
2500,1,60000,180,25,8,200,25,6,2,1,2,3,12g,17g,1
2501,1,60000,900,49,33,1617,89,30,5,1,5,6,5g,3g,1
2502,1,60000,900,13,45,585,57,30,6,1,4,5,9g,24g,1
2503,1,60000,180,37,20,740,120,6,3,1,7,2,2g,10g,1
2504,1,60000,270,16,42,672,81,9,3,1,6,3,8g,19g,1
2505,1,60000,1080,40,17,680,17,36,6,1,3,6,1g,5g,1
2506,1,60000,600,3,5,15,113,20,5,1,5,4,11g,26g,1
2507,1,60000,60,28,30,840,49,2,2,1,2,1,5g,12g,1
2508,1,60000,600,10,24,240,65,20,5,1,1,4,3g,23g,1
2509,1,60000,420,34,48,1632,1,14,2,1,4,7,10g,8g,1
2510,1,60000,600,22,36,792,97,20,4,1,3,5,6g,30g,1
2511,1,60000,420,46,11,506,33,14,7,1,6,2,13g,15g,1
2512,1,60000,720,20,19,380,61,24,4,1,4,6,9g,13g,1
2513,1,60000,90,45,43,1935,124,3,1,1,1,3,3g,27g,1
2514,1,60000,90,8,31,248,29,3,3,1,6,1,12g,5g,1
2515,1,60000,720,33,7,231,93,24,6,1,3,4,6g,20g,1
2516,1,60000,720,2,50,100,45,24,4,1,3,6,1g,9g,1
2517,1,60000,630,26,25,650,109,21,7,1,6,3,8g,24g,1
2518,1,60000,300,14,13,182,13,10,5,1,2,2,4g,2g,1
2519,1,60000,300,39,37,1443,77,10,2,1,5,5,11g,16g,1
2520,1,60000,360,11,4,44,101,12,2,1,5,6,5g,11g,1
2521,1,60000,450,36,28,1008,37,15,5,1,2,3,12g,25g,1
2522,1,60000,360,23,40,920,69,12,6,1,7,2,2g,4g,1
2523,1,60000,450,48,16,768,5,15,3,1,4,5,8g,18g,1
2524,1,60000,1470,17,34,578,116,49,7,1,3,7,13g,15g,1
2525,1,60000,480,42,10,420,53,16,4,1,6,4,7g,29g,1
2526,1,60000,120,5,22,110,85,4,2,1,1,2,10g,7g,1
2527,1,60000,750,29,47,1363,21,25,5,1,4,5,3g,22g,1
2528,1,60000,120,18,6,108,67,4,4,1,4,1,12g,8g,1
2529,1,60000,840,42,30,1260,3,28,7,1,7,4,5g,22g,1
2530,1,60000,900,6,43,258,99,30,5,1,2,6,9g,15g,1
2531,1,60000,180,30,18,540,35,6,2,1,5,3,2g,29g,1
2532,1,60000,240,12,37,444,83,8,4,1,5,2,7g,4g,1
2533,1,60000,150,36,12,432,19,5,1,1,2,5,13g,19g,1
2534,1,60000,540,24,24,576,115,18,3,1,6,6,4g,11g,1
2535,1,60000,540,49,49,2401,51,18,6,1,3,3,10g,26g,1
2536,1,60000,180,3,15,45,27,6,6,1,3,1,3g,2g,1
2537,1,60000,360,27,40,1080,91,12,3,1,6,4,9g,17g,1
2538,1,60000,360,15,27,405,59,12,2,1,1,6,6g,10g,1
2539,1,60000,450,39,3,117,122,15,5,1,4,3,13g,24g,1
2540,1,60000,60,21,46,966,11,2,1,1,5,2,8g,6g,1
2541,1,60000,600,46,21,966,75,20,4,1,2,5,1g,20g,1
2542,1,60000,1260,9,9,81,43,42,6,1,7,7,11g,13g,1
2543,1,60000,360,33,34,1122,107,12,3,1,4,4,4g,28g,1
2544,1,60000,240,7,38,266,118,8,2,1,2,4,2g,29g,1
2545,1,60000,150,32,14,448,55,5,5,1,5,1,8g,14g,1
2546,1,60000,630,20,1,20,87,21,7,1,3,3,5g,21g,1
2547,1,60000,720,44,26,1144,23,24,4,1,6,6,11g,7g,1
2548,1,60000,900,13,20,260,103,30,6,1,6,5,10g,25g,1
2549,1,60000,180,38,44,1672,39,6,3,1,3,2,3g,10g,1
2550,1,60000,240,1,32,32,71,8,2,1,4,4,13g,18g,1
2551,1,60000,1050,26,7,182,7,35,5,1,1,7,7g,3g,1
2552,1,60000,750,23,29,667,47,25,5,1,1,5,14g,23g,1
2553,1,60000,120,47,4,188,111,4,2,1,4,2,7g,9g,1
2554,1,60000,360,10,17,170,15,12,4,1,3,3,11g,16g,1
2555,1,60000,1260,35,41,1435,79,42,7,1,6,6,4g,1g,1
2556,1,60000,450,4,11,44,63,15,3,1,7,5,6g,27g,1
2557,1,60000,360,29,35,1015,126,12,6,1,4,2,12g,12g,1
2558,1,60000,480,16,47,752,31,16,4,1,5,4,2g,20g,1
2559,1,60000,210,41,23,943,95,7,1,1,2,7,9g,5g,1
2560,1,60000,150,4,39,156,34,5,5,1,6,1,8g,24g,1
2561,1,60000,240,29,14,406,97,8,2,1,3,4,1g,10g,1
2562,1,60000,720,16,2,32,2,24,4,1,5,6,11g,17g,1
2563,1,60000,630,41,27,1107,65,21,7,1,2,3,4g,2g,1
2564,1,60000,180,22,20,440,49,6,3,1,1,2,3g,28g,1
2565,1,60000,900,47,45,2115,113,30,6,1,4,5,9g,13g,1
2566,1,60000,1050,10,33,330,18,35,5,1,3,7,6g,20g,1
2567,1,60000,240,35,8,280,81,8,2,1,6,4,12g,6g,1
2568,1,60000,60,13,30,390,121,2,2,1,6,1,7g,29g,1
2569,1,60000,600,38,5,190,57,20,5,1,3,4,13g,15g,1
2570,1,60000,1080,1,17,17,89,36,6,1,4,6,3g,22g,1
2571,1,60000,270,26,42,1092,26,9,3,1,1,3,10g,8g,1
2572,1,60000,360,7,11,77,105,12,6,1,2,2,12g,26g,1
2573,1,60000,450,32,36,1152,41,15,3,1,5,5,5g,11g,1
2574,1,60000,180,19,48,912,73,6,1,1,4,6,8g,19g,1
2575,1,60000,360,44,24,1056,10,12,4,1,7,3,2g,4g,1
2576,1,60000,1050,21,7,147,22,35,7,1,5,5,6g,1g,1
2577,1,60000,240,45,31,1395,85,8,4,1,2,2,12g,16g,1
2578,1,60000,180,9,43,387,53,6,2,1,7,3,2g,9g,1
2579,1,60000,900,33,19,627,117,30,5,1,4,6,9g,23g,1
2580,1,60000,300,3,37,111,6,10,2,1,3,5,14g,5g,1
2581,1,60000,300,27,13,351,69,10,5,1,6,2,7g,19g,1
2582,1,60000,720,15,25,375,37,24,6,1,2,4,10g,12g,1
2583,1,60000,630,39,50,1950,101,21,3,1,5,7,4g,27g,1
2584,1,60000,480,12,16,192,77,16,4,1,4,4,10g,7g,1
2585,1,60000,210,36,40,1440,14,7,7,1,1,1,3g,21g,1
2586,1,60000,450,24,28,672,109,15,5,1,6,3,13g,14g,1
2587,1,60000,360,48,4,192,45,12,2,1,3,6,6g,29g,1
2588,1,60000,600,18,46,828,93,20,4,1,4,5,1g,3g,1
2589,1,60000,60,42,22,924,30,2,1,1,7,2,8g,18g,1
2590,1,60000,270,6,10,60,125,9,3,1,2,3,5g,10g,1
2591,1,60000,1080,30,34,1020,61,36,6,1,5,6,11g,25g,1
2592,1,60000,90,17,18,306,107,3,1,1,3,3,3g,12g,1
2593,1,60000,720,42,43,1806,43,24,4,1,6,6,10g,26g,1
2594,1,60000,720,5,30,150,75,24,6,1,1,4,7g,5g,1
2595,1,60000,90,29,6,174,12,3,3,1,4,1,13g,19g,1
2596,1,60000,720,11,49,539,123,24,6,1,5,4,8g,15g,1
2597,1,60000,630,35,24,840,59,21,3,1,2,7,2g,30g,1
2598,1,60000,300,23,12,276,91,10,2,1,6,5,11g,8g,1
2599,1,60000,300,48,37,1776,28,10,5,1,3,2,5g,23g,1
2600,1,60000,360,2,3,6,51,12,4,1,4,3,12g,14g,1
2601,1,60000,180,26,27,702,115,6,1,1,7,6,6g,28g,1
2602,1,60000,360,14,40,560,20,12,3,1,2,4,9g,6g,1
2603,1,60000,180,39,15,585,83,6,6,1,5,1,2g,21g,1
2604,1,60000,360,20,33,660,36,12,4,1,4,3,7g,10g,1
2605,1,60000,1260,45,9,405,99,42,7,1,1,6,14g,24g,1
2606,1,60000,750,8,21,168,4,25,5,1,6,5,4g,3g,1
2607,1,60000,120,32,46,1472,67,4,2,1,3,2,11g,17g,1
2608,1,60000,540,9,26,234,95,18,3,1,2,6,13g,18g,1
2609,1,60000,540,34,1,34,32,18,6,1,5,3,7g,4g,1
2610,1,60000,240,22,14,308,127,8,4,1,3,2,10g,25g,1
2611,1,60000,150,46,38,1748,63,5,1,1,6,5,4g,11g,1
2612,1,60000,1050,16,7,112,79,35,5,1,7,7,5g,22g,1
2613,1,60000,240,40,32,1280,16,8,2,1,4,4,12g,7g,1
2614,1,60000,240,3,44,132,111,8,4,1,5,2,2g,29g,1
2615,1,60000,1050,28,20,560,47,35,7,1,2,5,9g,14g,1
2616,1,60000,1080,25,41,1025,8,36,6,1,2,6,1g,20g,1
2617,1,60000,270,49,17,833,71,9,3,1,5,3,8g,5g,1
2618,1,60000,60,12,4,48,39,2,2,1,3,1,4g,27g,1
2619,1,60000,600,37,29,1073,103,20,5,1,6,4,11g,13g,1
2620,1,60000,420,6,23,138,24,14,2,1,6,7,9g,16g,1
2621,1,60000,600,31,47,1457,87,20,5,1,3,4,3g,2g,1
2622,1,60000,420,19,35,665,55,14,7,1,4,2,13g,24g,1
2623,1,60000,600,43,10,430,119,20,4,1,1,5,6g,9g,1
2624,1,60000,480,24,36,864,72,16,4,1,2,4,4g,29g,1
2625,1,60000,210,48,12,576,9,7,1,1,5,7,10g,14g,1
2626,1,60000,450,11,24,264,104,15,3,1,4,5,7g,22g,1
2627,1,60000,360,36,48,1728,40,12,6,1,7,2,13g,7g,1
2628,1,60000,270,5,6,30,88,9,3,1,6,3,8g,25g,1
2629,1,60000,1080,30,30,900,25,36,6,1,3,6,2g,11g,1
2630,1,60000,750,17,42,714,120,25,5,1,5,5,12g,18g,1
2631,1,60000,120,42,18,756,56,4,2,1,2,2,5g,3g,1
2632,1,60000,90,8,45,360,33,3,1,1,1,3,11g,23g,1
2633,1,60000,720,33,21,693,96,24,4,1,4,6,4g,9g,1
2634,1,60000,900,21,9,189,64,30,6,1,3,5,8g,16g,1
2635,1,60000,180,45,33,1485,128,6,3,1,6,2,1g,2g,1
2636,1,60000,630,14,15,210,17,21,7,1,6,3,6g,27g,1
2637,1,60000,720,39,39,1521,80,24,4,1,3,6,13g,12g,1
2638,1,60000,240,2,27,54,48,8,2,1,5,4,3g,20g,1
2639,1,60000,150,27,2,54,112,5,5,1,2,1,9g,5g,1
2640,1,60000,1260,4,22,88,116,42,6,1,3,7,13g,8g,1
2641,1,60000,360,28,47,1316,52,12,3,1,6,4,6g,22g,1
2642,1,60000,60,16,35,560,84,2,1,1,2,2,10g,15g,1
2643,1,60000,600,40,10,400,21,20,4,1,5,5,3g,30g,1
2644,1,60000,360,22,41,902,100,12,2,1,4,6,5g,4g,1
2645,1,60000,450,47,16,752,37,15,5,1,1,3,11g,19g,1
2646,1,60000,360,10,4,40,68,12,6,1,6,2,2g,12g,1
2647,1,60000,450,34,28,952,5,15,3,1,3,5,8g,26g,1
2648,1,60000,630,19,13,247,44,21,3,1,3,7,2g,2g,1
2649,1,60000,720,44,38,1672,108,24,6,1,6,4,9g,17g,1
2650,1,60000,300,7,50,350,13,10,5,1,1,2,6g,10g,1
2651,1,60000,300,31,25,775,76,10,2,1,4,5,12g,24g,1
2652,1,60000,900,13,32,416,60,30,5,1,5,6,10g,6g,1
2653,1,60000,180,37,7,259,124,6,2,1,2,3,4g,21g,1
2654,1,60000,120,25,19,475,29,4,4,1,7,1,14g,13g,1
2655,1,60000,840,50,44,2200,92,28,7,1,4,4,7g,28g,1
2656,1,60000,120,11,9,99,15,4,2,1,5,2,9g,12g,1
2657,1,60000,750,35,34,1190,78,25,5,1,2,5,3g,26g,1
2658,1,60000,1470,23,46,1058,46,49,7,1,6,7,12g,5g,1
2659,1,60000,480,47,22,1034,110,16,4,1,3,4,6g,19g,1
2660,1,60000,180,17,28,476,31,6,6,1,4,1,4g,8g,1
2661,1,60000,360,41,3,123,94,12,3,1,7,4,11g,23g,1
2662,1,60000,180,4,15,60,62,6,1,1,2,6,7g,1g,1
2663,1,60000,360,29,40,1160,126,12,4,1,5,3,14g,16g,1
2664,1,60000,300,20,25,500,86,10,5,1,5,2,7g,10g,1
2665,1,60000,300,44,49,2156,23,10,2,1,2,5,13g,25g,1
2666,1,60000,540,8,37,296,118,18,3,1,7,6,3g,3g,1
2667,1,60000,540,32,12,384,54,18,6,1,4,3,10g,17g,1
2668,1,60000,90,1,43,43,70,3,3,1,3,1,12g,14g,1
2669,1,60000,720,26,19,494,7,24,6,1,6,4,5g,28g,1
2670,1,60000,720,14,6,84,102,24,4,1,1,6,8g,7g,1
2671,1,60000,90,38,31,1178,38,3,1,1,4,3,2g,21g,1
2672,1,60000,600,15,48,720,58,20,4,1,6,5,5g,20g,1
2673,1,60000,420,40,23,920,122,14,7,1,3,2,11g,6g,1
2674,1,60000,600,3,11,33,27,20,5,1,4,4,1g,27g,1
2675,1,60000,420,27,35,945,90,14,2,1,1,7,8g,13g,1
2676,1,60000,750,9,17,153,42,25,5,1,2,5,13g,17g,1
2677,1,60000,120,34,41,1394,106,4,2,1,5,2,6g,2g,1
2678,1,60000,270,21,29,609,11,9,3,1,3,3,9g,24g,1
2679,1,60000,1080,46,5,230,74,36,6,1,6,6,3g,9g,1
2680,1,60000,1050,6,32,192,98,35,7,1,7,5,10g,18g,1
2681,1,60000,240,30,8,240,35,8,4,1,4,2,4g,4g,1
2682,1,60000,180,18,20,360,66,6,2,1,5,3,14g,26g,1
2683,1,60000,900,43,45,1935,3,30,5,1,2,6,7g,11g,1
2684,1,60000,120,24,2,48,114,4,1,1,2,4,2g,22g,1
2685,1,60000,120,49,26,1274,50,4,4,1,5,1,9g,7g,1
2686,1,60000,540,12,38,456,82,18,6,1,3,3,5g,29g,1
2687,1,60000,540,37,14,518,19,18,3,1,6,6,12g,15g,1
2688,1,60000,540,14,3,42,89,18,6,1,4,3,14g,14g,1
2689,1,60000,540,39,28,1092,25,18,3,1,1,6,7g,28g,1
2690,1,60000,150,2,40,80,120,5,1,1,6,5,11g,6g,1
2691,1,60000,240,26,16,416,57,8,4,1,3,2,4g,21g,1
2692,1,60000,180,8,34,272,73,6,2,1,4,3,6g,10g,1
2693,1,60000,900,33,10,330,9,30,5,1,7,6,12g,25g,1
2694,1,60000,720,20,22,440,104,24,6,1,2,4,3g,3g,1
2695,1,60000,90,45,46,2070,41,3,3,1,5,1,9g,17g,1
2696,1,60000,360,5,19,95,1,12,3,1,5,4,2g,8g,1
2697,1,60000,1260,30,43,1290,65,42,6,1,2,7,8g,23g,1
2698,1,60000,600,17,31,527,33,20,4,1,7,5,5g,1g,1
2699,1,60000,60,42,6,252,97,2,1,1,4,2,11g,16g,1
2700,1,60000,450,23,49,1127,17,15,5,1,3,3,10g,12g,1
2701,1,60000,360,48,25,1200,81,12,2,1,6,6,3g,26g,1
2702,1,60000,600,11,13,143,49,20,4,1,2,5,13g,5g,1
2703,1,60000,420,36,37,1332,112,14,7,1,5,2,7g,19g,1
2704,1,60000,840,13,42,546,108,28,4,1,6,7,3g,22g,1
2705,1,60000,120,37,17,629,45,4,1,1,3,4,9g,7g,1
2706,1,60000,180,25,5,125,77,6,3,1,5,2,6g,29g,1
